CD_MUN,lat,long,Município,UF,População 2022,GRUPO,TEXTO
2906303,-39.108825,-15.651539,Canavieiras,BA,32.683,C,"A população de Canavieiras (BA) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4216305,-48.859016,-27.328928,São João Batista,SC,32.687,C,"A população de São João Batista (SC) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2917706,-40.068348,-10.042621,Jaguarari,BA,32.703,C,"A população de Jaguarari (BA) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5106422,-53.593947,-10.149515,Peixoto de Azevedo,MT,32.714,C,"A população de Peixoto de Azevedo (MT) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4111506,-51.629258,-24.283513,Ivaiporã,PR,32.720,C,"A população de Ivaiporã (PR) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2313609,-41.004513,-3.866562,Ubajara,CE,32.767,C,"A população de Ubajara (CE) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2302305,-40.308002,-3.05346,Bela Cruz,CE,32.775,C,"A população de Bela Cruz (CE) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4321451,-51.777944,-29.471853,Teutônia,RS,32.797,C,"A população de Teutônia (RS) é 10,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4310108,-50.794752,-29.560748,Igrejinha,RS,32.808,C,"A população de Igrejinha (RS) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2614105,-37.337082,-8.21056,Sertânia,PE,32.811,C,"A população de Sertânia (PE) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2112605,-43.280954,-3.260248,Urbano Santos,MA,32.812,C,"A população de Urbano Santos (MA) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2928901,-45.492579,-12.802363,São Desidério,BA,32.828,C,"A população de São Desidério (BA) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3132503,-42.877043,-17.856461,Itamarandiba,MG,32.948,C,"A população de Itamarandiba (MG) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1303908,-69.451119,-4.501436,São Paulo de Olivença,AM,32.967,C,"A população de São Paulo de Olivença (AM) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4213609,-51.007785,-26.383628,Porto União,SC,32.970,C,"A população de Porto União (SC) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3501707,-48.032377,-21.722328,Américo Brasiliense,SP,33.019,C,"A população de Américo Brasiliense (SP) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2414407,-35.60797,-5.281011,Touros,RN,33.035,C,"A população de Touros (RN) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3168002,-42.056108,-15.824495,Taiobeiras,MG,33.050,C,"A população de Taiobeiras (MG) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1300805,-59.534694,-4.957617,Borba,AM,33.080,C,"A população de Borba (AM) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2102002,-46.418267,-3.900404,Bom Jardim,MA,33.100,C,"A população de Bom Jardim (MA) é 10,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1301407,-70.218248,-7.021998,Eirunepé,AM,33.170,C,"A população de Eirunepé (AM) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4313706,-53.382292,-27.940006,Palmeira das Missões,RS,33.216,C,"A população de Palmeira das Missões (RS) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2906873,-39.9959,-11.306288,Capim Grosso,BA,33.235,C,"A população de Capim Grosso (BA) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3513108,-47.744577,-21.339654,Cravinhos,SP,33.281,C,"A população de Cravinhos (SP) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2405801,-35.87393,-5.475358,João Câmara,RN,33.290,C,"A população de João Câmara (RN) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2104057,-47.201174,-6.782435,Estreito,MA,33.294,C,"A população de Estreito (MA) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2926301,-39.423475,-11.801011,Riachão do Jacuípe,BA,33.386,C,"A população de Riachão do Jacuípe (BA) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2805406,-37.708723,-9.850095,Poço Redondo,SE,33.439,C,"A população de Poço Redondo (SE) é 10,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4205506,-50.872432,-27.037815,Fraiburgo,SC,33.481,C,"A população de Fraiburgo (SC) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2611804,-35.36646,-8.504557,Ribeirão,PE,33.507,C,"A população de Ribeirão (PE) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4119608,-51.780414,-24.691093,Pitanga,PR,33.567,C,"A população de Pitanga (PR) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2921708,-41.16706,-11.464875,Morro do Chapéu,BA,33.594,C,"A população de Morro do Chapéu (BA) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1505031,-55.612026,-8.062277,Novo Progresso,PA,33.638,C,"A população de Novo Progresso (PA) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4212502,-48.650765,-26.80776,Penha,SC,33.663,C,"A população de Penha (SC) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3539509,-48.249359,-21.006222,Pitangueiras,SP,33.674,C,"A população de Pitangueiras (SP) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2306900,-38.705003,-5.961296,Jaguaribe,CE,33.726,C,"A população de Jaguaribe (CE) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3170800,-44.727269,-17.49574,Várzea da Palma,MG,33.744,C,"A população de Várzea da Palma (MG) é 10,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4202800,-49.142365,-28.240945,Braço do Norte,SC,33.773,C,"A população de Braço do Norte (SC) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2913705,-38.403815,-11.805116,Inhambupe,BA,33.790,C,"A população de Inhambupe (BA) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1505205,-49.90233,-2.278919,Oeiras do Pará,PA,33.844,C,"A população de Oeiras do Pará (PA) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5220108,-50.375708,-16.455521,São Luís de Montes Belos,GO,33.852,C,"A população de São Luís de Montes Belos (GO) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4117701,-50.057775,-25.442626,Palmeira,PR,33.855,C,"A população de Palmeira (PR) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2917003,-39.845358,-10.731374,Itiúba,BA,33.872,C,"A população de Itiúba (BA) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1502806,-49.988034,-1.583462,Curralinho,PA,33.903,C,"A população de Curralinho (PA) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3306206,-43.56973,-22.358558,Vassouras,RJ,33.976,C,"A população de Vassouras (RJ) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2110708,-44.336556,-5.63822,São Domingos do Maranhão,MA,34.034,C,"A população de São Domingos do Maranhão (MA) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4314803,-51.248674,-29.701013,Portão,RS,34.071,C,"A população de Portão (RS) é 10,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2102101,-42.828511,-3.687016,Brejo,MA,34.120,C,"A população de Brejo (MA) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2611002,-38.307894,-8.89933,Petrolândia,PE,34.161,C,"A população de Petrolândia (PE) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2909901,-39.651459,-9.222482,Curaçá,BA,34.180,C,"A população de Curaçá (BA) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2930154,-43.676338,-13.484195,Serra do Ramalho,BA,34.222,C,"A população de Serra do Ramalho (BA) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1705508,-48.530115,-8.076436,Colinas do Tocantins,TO,34.233,C,"A população de Colinas do Tocantins (TO) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2408300,-35.428953,-6.448646,Nova Cruz,RN,34.269,C,"A população de Nova Cruz (RN) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1500503,-53.893585,0.284479,Almeirim,PA,34.280,C,"A população de Almeirim (PA) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4213203,-49.173304,-26.728186,Pomerode,SC,34.289,C,"A população de Pomerode (SC) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3103405,-41.993175,-16.930782,Araçuaí,MG,34.297,C,"A população de Araçuaí (MG) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4308607,-51.582256,-29.240826,Garibaldi,RS,34.335,C,"A população de Garibaldi (RS) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3505302,-48.541747,-22.479478,Barra Bonita,SP,34.346,C,"A população de Barra Bonita (SP) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3162922,-44.249001,-20.07085,São Joaquim de Bicas,MG,34.348,C,"A população de São Joaquim de Bicas (MG) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1504059,-47.512783,-1.991013,Mãe do Rio,PA,34.353,C,"A população de Mãe do Rio (PA) é 10,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2803203,-37.318239,-11.057702,Itaporanga d'Ajuda,SE,34.411,C,"A população de Itaporanga d'Ajuda (SE) é 10,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5203302,-48.911524,-16.957702,Bela Vista de Goiás,GO,34.445,C,"A população de Bela Vista de Goiás (GO) é 10,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2602001,-39.965125,-7.656368,Bodocó,PE,34.478,C,"A população de Bodocó (PE) é 10,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4315701,-52.436938,-30.02277,Rio Pardo,RS,34.654,C,"A população de Rio Pardo (RS) é 10,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3500105,-51.056802,-21.576682,Adamantina,SP,34.687,C,"A população de Adamantina (SP) é 10,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4318903,-54.890921,-28.418466,São Luiz Gonzaga,RS,34.752,C,"A população de São Luiz Gonzaga (RS) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3546603,-50.950182,-20.241865,Santa Fé do Sul,SP,34.794,C,"A população de Santa Fé do Sul (SP) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2613503,-38.745667,-7.865762,São José do Belmonte,PE,34.843,C,"A população de São José do Belmonte (PE) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5105101,-57.618403,-11.023732,Juara,MT,34.906,C,"A população de Juara (MT) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5218300,-46.435611,-14.229944,Posse,GO,34.914,C,"A população de Posse (GO) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3520400,-45.32319,-23.848498,Ilhabela,SP,34.934,C,"A população de Ilhabela (SP) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2607653,-35.134267,-7.449903,Itambé,PE,34.935,C,"A população de Itambé (PE) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5214606,-48.401417,-14.499089,Niquelândia,GO,34.964,C,"A população de Niquelândia (GO) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5215603,-48.304336,-15.361402,Padre Bernardo,GO,34.967,C,"A população de Padre Bernardo (GO) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2925501,-39.351719,-17.130353,Prado,BA,35.003,C,"A população de Prado (BA) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4117909,-53.82404,-24.274636,Palotina,PR,35.011,C,"A população de Palotina (PR) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4305355,-51.55621,-29.990202,Charqueadas,RS,35.012,C,"A população de Charqueadas (RS) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3144300,-40.496944,-17.779288,Nanuque,MG,35.038,C,"A população de Nanuque (MG) é 10,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1100155,-62.172532,-10.610553,Ouro Preto do Oeste,RO,35.044,C,"A população de Ouro Preto do Oeste (RO) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5103353,-51.698573,-10.404167,Confresa,MT,35.075,C,"A população de Confresa (MT) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1100189,-60.830397,-11.894467,Pimenta Bueno,RO,35.079,C,"A população de Pimenta Bueno (RO) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1600279,-53.310546,1.101364,Laranjal do Jari,AP,35.114,C,"A população de Laranjal do Jari (AP) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3541604,-49.870465,-21.52452,Promissão,SP,35.131,C,"A população de Promissão (SP) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4112009,-49.705153,-24.330788,Jaguariaíva,PR,35.141,C,"A população de Jaguariaíva (PR) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3300605,-41.683201,-21.123463,Bom Jesus do Itabapoana,RJ,35.173,C,"A população de Bom Jesus do Itabapoana (RJ) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3541505,-51.838338,-21.793013,Presidente Venceslau,SP,35.201,C,"A população de Presidente Venceslau (SP) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2302107,-38.851002,-4.383357,Baturité,CE,35.218,C,"A população de Baturité (CE) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2908507,-38.742186,-12.337192,Conceição do Jacuípe,BA,35.308,C,"A população de Conceição do Jacuípe (BA) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2924405,-43.115169,-10.007773,Pilão Arcado,BA,35.357,C,"A população de Pilão Arcado (BA) é 11,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2927002,-37.912731,-11.54773,Rio Real,BA,35.362,C,"A população de Rio Real (BA) é 11,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2706901,-36.004635,-9.615317,Pilar,AL,35.370,C,"A população de Pilar (AL) é 11,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3201902,-40.848974,-20.307778,Domingos Martins,ES,35.416,C,"A população de Domingos Martins (ES) é 11,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1200302,-70.744771,-8.924432,Feijó,AC,35.426,C,"A população de Feijó (AC) é 11,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1300706,-68.047634,-8.773155,Boca do Acre,AM,35.447,C,"A população de Boca do Acre (AM) é 11,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1506005,-53.660172,-2.120245,Prainha,PA,35.577,C,"A população de Prainha (PA) é 11,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5209101,-49.658801,-17.993652,Goiatuba,GO,35.664,C,"A população de Goiatuba (GO) é 11,1 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5210208,-51.18096,-16.416504,Iporá,GO,35.684,C,"A população de Iporá (GO) é 11,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2600708,-35.193039,-7.602576,Aliança,PE,35.741,C,"A população de Aliança (PE) é 11,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4310603,-56.17566,-29.213734,Itaqui,RS,35.768,C,"A população de Itaqui (RS) é 11,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1506195,-55.21074,-4.241043,Rurópolis,PA,35.769,C,"A população de Rurópolis (PA) é 11,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1503200,-47.565988,-1.145018,Igarapé-Açu,PA,35.797,C,"A população de Igarapé-Açu (PA) é 11,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2920601,-38.93827,-12.823006,Maragogipe,BA,35.859,C,"A população de Maragogipe (BA) é 11,2 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3151503,-46.050404,-20.441441,Piumhi,MG,36.062,C,"A população de Piumhi (MG) é 11,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2401008,-37.835669,-5.62828,Apodi,RN,36.093,C,"A população de Apodi (RN) é 11,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2702900,-36.850104,-9.793317,Girau do Ponciano,AL,36.102,C,"A população de Girau do Ponciano (AL) é 11,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2112308,-44.730624,-5.610439,Tuntum,MA,36.251,C,"A população de Tuntum (MA) é 11,3 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3521002,-47.629106,-23.404481,Iperó,SP,36.459,C,"A população de Iperó (SP) é 11,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2901007,-39.626321,-13.040852,Amargosa,BA,36.521,C,"A população de Amargosa (BA) é 11,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2902906,-40.58127,-14.913054,Barra do Choça,BA,36.539,C,"A população de Barra do Choça (BA) é 11,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3305000,-41.080802,-21.782193,São João da Barra,RJ,36.573,C,"A população de São João da Barra (RJ) é 11,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4316402,-55.112965,-30.325935,Rosário do Sul,RS,36.630,C,"A população de Rosário do Sul (RS) é 11,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3525706,-49.779316,-21.089369,José Bonifácio,SP,36.633,C,"A população de José Bonifácio (SP) é 11,4 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4114203,-51.7067,-23.482006,Mandaguari,PR,36.716,C,"A população de Mandaguari (PR) é 11,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2305902,-40.876886,-4.5728,Ipueiras,CE,36.798,C,"A população de Ipueiras (CE) é 11,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4102000,-53.584589,-24.425994,Assis Chateaubriand,PR,36.808,C,"A população de Assis Chateaubriand (PR) é 11,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2308401,-39.152878,-7.30645,Missão Velha,CE,36.822,C,"A população de Missão Velha (CE) é 11,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3165537,-44.121043,-20.059145,Sarzedo,MG,36.844,C,"A população de Sarzedo (MG) é 11,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3201407,-41.203973,-20.551727,Castelo,ES,36.930,C,"A população de Castelo (ES) é 11,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4203600,-51.244612,-27.413002,Campos Novos,SC,36.932,C,"A população de Campos Novos (SC) é 11,5 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4306601,-54.665105,-31.057088,Dom Pedrito,RS,36.981,C,"A população de Dom Pedrito (RS) é 11,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2110203,-44.328712,-3.15954,Santa Rita,MA,37.035,C,"A população de Santa Rita (MA) é 11,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2108207,-44.581377,-4.618024,Pedreiras,MA,37.050,C,"A população de Pedreiras (MA) é 11,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2100600,-46.582005,-5.278402,Amarante do Maranhão,MA,37.085,C,"A população de Amarante do Maranhão (MA) é 11,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2613107,-36.148004,-8.328834,São Caitano,PE,37.126,C,"A população de São Caitano (PE) é 11,6 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3550100,-48.540427,-22.68226,São Manuel,SP,37.289,C,"A população de São Manuel (SP) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2411205,-36.006489,-6.248246,Santa Cruz,RN,37.313,C,"A população de Santa Cruz (RN) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3152204,-43.075823,-15.7166,Porteirinha,MG,37.438,C,"A população de Porteirinha (MG) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2906808,-39.47272,-10.726929,Cansanção,BA,37.439,C,"A população de Cansanção (BA) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2602308,-35.708542,-8.494954,Bonito,PE,37.474,C,"A população de Bonito (PE) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2112407,-45.46309,-1.765272,Turiaçu,MA,37.491,C,"A população de Turiaçu (MA) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3518602,-48.226558,-21.395944,Guariba,SP,37.498,C,"A população de Guariba (SP) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2700409,-36.072488,-9.504745,Atalaia,AL,37.512,C,"A população de Atalaia (AL) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3525201,-46.721307,-23.111982,Jarinu,SP,37.535,C,"A população de Jarinu (SP) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4122206,-49.347234,-25.076483,Rio Branco do Sul,PR,37.558,C,"A população de Rio Branco do Sul (PR) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3524105,-47.809598,-20.329529,Ituverava,SP,37.571,C,"A população de Ituverava (SP) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2614204,-35.172083,-8.571894,Sirinhaém,PE,37.596,C,"A população de Sirinhaém (PE) é 11,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5007208,-54.557813,-21.69614,Rio Brilhante,MS,37.601,C,"A população de Rio Brilhante (MS) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3540200,-48.064421,-20.984579,Pontal,SP,37.607,C,"A população de Pontal (SP) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3141108,-44.051532,-19.523847,Matozinhos,MG,37.618,C,"A população de Matozinhos (MG) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2918100,-38.499299,-9.981424,Jeremoabo,BA,37.626,C,"A população de Jeremoabo (BA) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2602209,-35.588522,-7.786785,Bom Jardim,PE,37.629,C,"A população de Bom Jardim (PE) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1300607,-70.275945,-5.425347,Benjamin Constant,AM,37.648,C,"A população de Benjamin Constant (AM) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3135050,-43.675894,-15.232649,Jaíba,MG,37.660,C,"A população de Jaíba (MG) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3554508,-47.707653,-23.049436,Tietê,SP,37.663,C,"A população de Tietê (SP) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3500709,-49.108768,-22.571934,Agudos,SP,37.680,C,"A população de Agudos (SP) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3139003,-45.920121,-21.665935,Machado,MG,37.684,C,"A população de Machado (MG) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2308005,-40.3876,-3.484268,Massapê,CE,37.697,C,"A população de Massapê (CE) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2605103,-37.681555,-8.173842,Custódia,PE,37.699,C,"A população de Custódia (PE) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1503804,-49.181198,-4.598533,Jacundá,PA,37.707,C,"A população de Jacundá (PA) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2308500,-39.748455,-5.788103,Mombaça,CE,37.735,C,"A população de Mombaça (CE) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1500305,-50.725905,-0.262841,Afuá,PA,37.765,C,"A população de Afuá (PA) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2310704,-39.14603,-3.853845,Pentecoste,CE,37.813,C,"A população de Pentecoste (CE) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2928000,-39.485235,-11.220236,Santaluz,BA,37.834,C,"A população de Santaluz (BA) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3140704,-44.437498,-20.027283,Mateus Leme,MG,37.841,C,"A população de Mateus Leme (MG) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2207900,-41.397025,-4.495398,Pedro II,PI,37.894,C,"A população de Pedro II (PI) é 11,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1508126,-47.493609,-3.80984,Ulianópolis,PA,37.972,C,"A população de Ulianópolis (PA) é 11,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2922003,-39.867012,-18.059175,Mucuri,BA,37.977,C,"A população de Mucuri (BA) é 11,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2709152,-36.371502,-9.964702,Teotônio Vilela,AL,38.053,C,"A população de Teotônio Vilela (AL) é 11,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2910503,-38.048275,-12.063569,Entre Rios,BA,38.098,C,"A população de Entre Rios (BA) é 11,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2930204,-41.648827,-10.108056,Sento Sé,BA,38.154,C,"A população de Sento Sé (BA) é 11,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2207009,-42.164976,-6.966341,Oeiras,PI,38.161,C,"A população de Oeiras (PI) é 11,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3550407,-47.924681,-22.558186,São Pedro,SP,38.256,C,"A população de São Pedro (SP) é 12,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3134400,-50.344999,-19.71633,Iturama,MG,38.295,C,"A população de Iturama (MG) é 12,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3534302,-47.905833,-20.697874,Orlândia,SP,38.319,C,"A população de Orlândia (SP) é 12,0 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
